rowid,occurred_on,tipo,amount_cents,descricao,categoria
2614,2026-06-29,despesa,78500,To Michael Quinn,Moradia
2615,2026-06-29,despesa,12,To EUR Flexible Cash Funds,Transferências internas
2616,2026-06-29,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2617,2026-06-29,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2618,2026-06-30,despesa,6988,ALDI,Supermercado
2619,2026-06-30,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2620,2026-06-30,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2621,2026-07-01,despesa,10000,To Joana Palminha,Transferências internas
2622,2026-07-01,receita,39200,Recebimento (Gabriel Garcia de Araujo) — contribuição para renda,Outras receitas
2623,2026-07-01,despesa,4700,Grove Island Sport And Leisure Facilities,Ginasio
2624,2026-07-01,despesa,66,To EUR Flexible Cash Funds,Transferências internas
2625,2026-07-01,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2626,2026-07-01,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2627,2026-07-01,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2628,2026-07-02,despesa,15076,repayment,Empréstimos e Dívidas
2629,2026-07-02,despesa,65,Transport for Ireland - TFI,Transporte
2630,2026-07-02,despesa,434,SuperValu,Supermercado
2631,2026-07-02,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2632,2026-07-02,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2633,2026-07-02,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2634,2026-07-03,despesa,2750,Locke Burger,Alimentação fora
2635,2026-07-03,despesa,24,To EUR Flexible Cash Funds,Transferências internas
2636,2026-07-03,despesa,30000,To EUR Flexible Cash Funds,Transferências internas
2637,2026-07-03,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2638,2026-07-03,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2639,2026-07-03,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2640,2026-07-03,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2641,2026-07-03,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2642,2026-07-03,receita,50000,From EUR Flexible Cash Funds,Transferências internas
2643,2026-07-03,despesa,61031,Pagamento (Gabriel Garcia de Araujo) — seguro automóvel 123.ie do casal,Seguros
2644,2026-07-03,despesa,1599,NowTv,Assinaturas
2645,2026-07-03,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2646,2026-07-03,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2647,2026-07-04,despesa,7176,Irish Rail,Transporte
2648,2026-07-04,despesa,65,Transport for Ireland - TFI,Transporte
2649,2026-07-04,despesa,200,MadNes Festival,Alimentação
2650,2026-07-04,despesa,3365,Penneys,Compras e Roupa
2651,2026-07-04,receita,10000,From EUR Flexible Cash Funds,Transferências internas
2652,2026-07-04,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2653,2026-07-04,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2654,2026-07-04,receita,2100,From EUR Flexible Cash Funds,Transferências internas
2655,2026-07-04,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2656,2026-07-04,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2657,2026-07-05,despesa,2500,Cosgraves Butchers Om,Alimentação
2658,2026-07-05,despesa,16,To EUR Flexible Cash Funds,Transferências internas
2659,2026-07-05,despesa,500,Transport for Ireland - TFI,Transporte
2660,2026-07-05,despesa,2000,Ryans Locksmiths,Moradia
2661,2026-07-05,receita,2639,Recebimento (Gabriel Garcia de Araujo) — 50% de Revolut Bank UAB,Outras receitas
2662,2026-07-05,despesa,76,To EUR Flexible Cash Funds,Transferências internas
2663,2026-07-05,despesa,45,To EUR Flexible Cash Funds,Transferências internas
2664,2026-07-05,despesa,53,To EUR Flexible Cash Funds,Transferências internas
2665,2026-07-05,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2666,2026-07-05,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2667,2026-07-06,despesa,1047,Lidl,Supermercado
2668,2026-07-06,despesa,1355,Fine Wines,Lazer
2669,2026-07-06,despesa,284,Facebook,Assinaturas e Digital
2670,2026-07-06,despesa,324,Eason,Lazer
2671,2026-07-06,receita,20000,From EUR Flexible Cash Funds,Transferências internas
2672,2026-07-06,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2673,2026-07-06,despesa,48,To EUR Flexible Cash Funds,Transferências internas
2674,2026-07-06,despesa,91,To EUR Flexible Cash Funds,Transferências internas
2675,2026-07-06,receita,146915,Payment from DR JOHN CLARKE,Salário
2676,2026-07-06,despesa,5000,To Sonia Maria Ferreira Costa,Outras despesas
2677,2026-07-06,despesa,130000,To EUR Flexible Cash Funds,Transferências internas
2678,2026-07-06,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2679,2026-07-06,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2680,2026-07-07,despesa,1199,Guineys,Compras e Roupa
2681,2026-07-07,despesa,7309,ALDI,Supermercado
2682,2026-07-07,despesa,6952,Superdrug,Saúde
2683,2026-07-07,despesa,5,To EUR Flexible Cash Funds,Transferências internas
2684,2026-07-07,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2685,2026-07-07,despesa,59,To EUR Flexible Cash Funds,Transferências internas
2686,2026-07-07,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
2687,2026-07-07,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2688,2026-07-08,despesa,2441,Dunnes Stores,Supermercado
2689,2026-07-08,despesa,1000,Dunnes Stores,Supermercado
2690,2026-07-08,despesa,295,flexjobs.com,Outras despesas
2691,2026-07-08,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2692,2026-07-08,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2693,2026-07-08,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2694,2026-07-09,despesa,299,JobLeads,Outras despesas
2695,2026-07-09,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2696,2026-07-09,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2697,2026-07-10,despesa,12500,To EUR Flexible Cash Funds,Transferências internas
2698,2026-07-10,despesa,80,To EUR Flexible Cash Funds,Transferências internas
2699,2026-07-10,receita,334,Companhia Energética de Minas Gerais dividend,Rendimentos
2700,2026-07-10,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2701,2026-07-10,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2702,2026-07-11,receita,15000,From EUR Flexible Cash Funds,Transferências internas
2703,2026-07-11,despesa,19,To EUR Flexible Cash Funds,Transferências internas
2704,2026-07-11,despesa,23,To EUR Flexible Cash Funds,Transferências internas
2705,2026-07-11,despesa,55,To EUR Flexible Cash Funds,Transferências internas
2706,2026-07-11,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2707,2026-07-11,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2708,2026-07-12,despesa,1581,Temu,Compras e Roupa
2709,2026-07-12,despesa,145,ALDI,Supermercado
2710,2026-07-12,despesa,2077,Lidl,Supermercado
2711,2026-07-12,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2712,2026-07-12,despesa,73,To EUR Flexible Cash Funds,Transferências internas
2713,2026-07-12,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2714,2026-07-12,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2715,2026-07-13,despesa,5327,Lidl,Supermercado
2716,2026-07-13,despesa,5299,Sports Direct,Compras e Roupa
2717,2026-07-13,receita,6000,From EUR Flexible Cash Funds,Transferências internas
2718,2026-07-13,receita,2000,From EUR Flexible Cash Funds,Transferências internas
2719,2026-07-13,despesa,44,To EUR Flexible Cash Funds,Transferências internas
2720,2026-07-13,despesa,32,To EUR Flexible Cash Funds,Transferências internas
2721,2026-07-13,despesa,1000,To Sonia Maria Ferreira Costa,Outras despesas
2722,2026-07-13,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2723,2026-07-13,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2724,2026-07-14,receita,3000,From EUR Flexible Cash Funds,Transferências internas
2725,2026-07-14,receita,2000,From EUR Flexible Cash Funds,Transferências internas
2726,2026-07-14,despesa,60,To EUR Flexible Cash Funds,Transferências internas
2727,2026-07-14,despesa,868,SuperValu,Supermercado
2728,2026-07-14,despesa,5040,Temu,Compras e Roupa
2729,2026-07-14,receita,7000,From EUR Flexible Cash Funds,Transferências internas
2730,2026-07-14,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2731,2026-07-14,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2732,2026-07-15,despesa,6456,Amazon,Compras e Roupa
2733,2026-07-15,despesa,1500,To Sonia Maria Ferreira Costa,Outras despesas
2734,2026-07-15,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
2735,2026-07-15,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2736,2026-07-16,receita,59650,Recebimento (Gabriel Garcia de Araujo) — seguro automóvel 123.ie do casal,Outras receitas
2737,2026-07-16,despesa,60000,To EUR Flexible Cash Funds,Transferências internas
2738,2026-07-16,despesa,76,To EUR Flexible Cash Funds,Transferências internas
2739,2026-07-16,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2740,2026-07-16,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2741,2026-07-17,despesa,1524,LinkedIn,Outras despesas
2742,2026-07-17,receita,10000,From EUR Flexible Cash Funds,Transferências internas
2743,2026-07-17,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2744,2026-07-17,despesa,15,To EUR Flexible Cash Funds,Transferências internas
2745,2026-07-17,receita,5000,From EUR Flexible Cash Funds,Transferências internas
2746,2026-07-17,despesa,99,To EUR Flexible Cash Funds,Transferências internas
2747,2026-07-17,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2748,2026-07-17,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
2749,2026-07-17,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2750,2026-07-18,despesa,3901,Superdrug,Saúde
2751,2026-07-18,despesa,7050,CEWE,Compras
2752,2026-07-18,despesa,2300,Chatgpt,Marketing
2753,2026-07-18,receita,3800,From EUR Flexible Cash Funds,Transferências internas
2754,2026-07-18,despesa,485,Costa Coffee,Alimentação fora
2755,2026-07-18,despesa,21,To EUR Flexible Cash Funds,Transferências internas
2756,2026-07-18,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2757,2026-07-18,receita,5000,From EUR Flexible Cash Funds,Transferências internas
2758,2026-07-18,receita,1000,From EUR Flexible Cash Funds,Transferências internas
2759,2026-07-18,despesa,32,To EUR Flexible Cash Funds,Transferências internas
2760,2026-07-18,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2761,2026-07-18,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2762,2026-07-19,despesa,888,Creator Social,Educação
2763,2026-07-19,despesa,8668,Lidl,Supermercado
2764,2026-07-19,despesa,300,Penneys,Compras e Roupa
2765,2026-07-19,receita,3000,From EUR Flexible Cash Funds,Transferências internas
2766,2026-07-19,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2767,2026-07-19,despesa,25,To EUR Flexible Cash Funds,Transferências internas
2768,2026-07-19,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2769,2026-07-19,receita,1500,From EUR Flexible Cash Funds,Transferências internas
2770,2026-07-19,despesa,3000,To Sonia Maria Ferreira Costa,Outras despesas
2771,2026-07-19,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2772,2026-07-19,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2773,2026-07-20,despesa,475,The Card Company,Outras despesas
2774,2026-07-20,despesa,65,Transport for Ireland - TFI,Transporte
2775,2026-07-20,despesa,1850,Omniplex,Lazer
2776,2026-07-20,receita,2664,Recebimento (Gabriel Garcia de Araujo) — 50% de Lidl,Outras receitas
2777,2026-07-20,receita,146917,Payment from DR JOHN CLARKE,Salário
2778,2026-07-20,receita,80000,From EUR Flexible Cash Funds,Transferências internas
2779,2026-07-20,despesa,180000,To EUR Flexible Cash Funds,Transferências internas
2780,2026-07-20,despesa,95,To EUR Flexible Cash Funds,Transferências internas
2781,2026-07-20,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2782,2026-07-20,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2783,2026-07-21,despesa,72,To EUR Flexible Cash Funds,Transferências internas
2784,2026-07-21,despesa,44,To EUR Flexible Cash Funds,Transferências internas
2785,2026-07-21,despesa,8528,Digital Empires Ug,Assinaturas e Digital
2786,2026-07-21,despesa,1056,Digital Empires Ug,Assinaturas e Digital
2787,2026-07-21,despesa,705,Maria Wendt,Marketing
2788,2026-07-21,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2789,2026-07-21,despesa,55,To EUR Flexible Cash Funds,Transferências internas
2790,2026-07-21,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2791,2026-07-21,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2792,2026-07-22,despesa,65,Transport for Ireland - TFI,Transporte
2793,2026-07-22,despesa,2645,Lovart,Marketing
2794,2026-07-22,receita,12,Interest earned - Flexible Cash Funds,Rendimentos
2795,2026-07-22,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2796,2026-07-23,receita,11,Interest earned - Flexible Cash Funds,Rendimentos
2797,2026-07-23,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2798,2026-07-24,despesa,14,To EUR Flexible Cash Funds,Transferências internas
2799,2026-07-24,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2800,2026-07-24,despesa,71,To EUR Flexible Cash Funds,Transferências internas
2801,2026-07-24,despesa,90,To EUR Flexible Cash Funds,Transferências internas
2802,2026-07-24,receita,12,Interest earned - Flexible Cash Funds,Rendimentos
2803,2026-07-24,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2804,2026-07-25,despesa,1499,Guineys,Compras e Roupa
2805,2026-07-25,despesa,4486,Lidl,Supermercado
2806,2026-07-25,despesa,1629,Tesco,Supermercado
2807,2026-07-25,despesa,310,Fine Wines,Lazer
2808,2026-07-25,receita,12,Interest earned - Flexible Cash Funds,Rendimentos
2809,2026-07-25,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2810,2026-07-26,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2811,2026-07-26,despesa,75,To EUR Flexible Cash Funds,Transferências internas
2812,2026-07-26,receita,11,Interest earned - Flexible Cash Funds,Rendimentos
2813,2026-07-26,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2814,2026-07-27,despesa,65,Transport for Ireland - TFI,Transporte
2815,2026-07-27,despesa,1237,Vercel,Marketing
2816,2026-07-27,despesa,78,To EUR Flexible Cash Funds,Transferências internas
2817,2026-07-27,receita,39200,Recebimento (Gabriel Garcia de Araujo) — contribuição para renda,Outras receitas
2818,2026-07-27,receita,12,Interest earned - Flexible Cash Funds,Rendimentos
2819,2026-07-27,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2820,2026-07-28,despesa,7822,Lidl,Supermercado
2821,2026-07-28,despesa,3652,"Fidelidade Companhia Seguros,sa",Pets
2822,2026-07-28,receita,35000,From EUR Flexible Cash Funds,Transferências internas
2823,2026-07-28,despesa,73,To EUR Flexible Cash Funds,Transferências internas
2824,2026-07-28,receita,12,Interest earned - Flexible Cash Funds,Rendimentos
2825,2026-07-28,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2826,2026-07-29,despesa,78500,To Michael Quinn,Moradia
2827,2026-07-29,despesa,1827,Lovart,Marketing
2828,2026-07-29,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2829,2026-07-29,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2830,2026-07-29,receita,11,Interest earned - Flexible Cash Funds,Rendimentos
2831,2026-07-29,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2832,2026-07-30,despesa,65,Transport for Ireland - TFI,Transporte
2833,2026-07-30,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2834,2026-07-30,despesa,250,SuperValu,Supermercado
2835,2026-07-30,despesa,1700,Stan Paula Xcsauf,Compras
2836,2026-07-30,receita,5900,From EUR Flexible Cash Funds,Transferências internas
2837,2026-07-30,despesa,5000,To Sonia Maria Ferreira Costa,Outras despesas
2838,2026-07-30,despesa,10000,To Joana Palminha,Transferências internas
2839,2026-07-30,receita,11,Interest earned - Flexible Cash Funds,Rendimentos
2840,2026-07-30,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2841,2026-07-31,receita,1500,From EUR Flexible Cash Funds,Transferências internas
2842,2026-07-31,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2843,2026-07-31,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2844,2026-07-31,receita,10,Interest earned - Flexible Cash Funds,Rendimentos
2845,2026-07-31,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2846,2026-08-01,despesa,1100,bikeshare,Transporte
2847,2026-08-01,receita,10,Interest earned - Flexible Cash Funds,Rendimentos
2848,2026-08-01,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2849,2026-08-02,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2850,2026-08-02,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2851,2026-08-02,receita,4700,From EUR Flexible Cash Funds,Transferências internas
2852,2026-08-02,receita,10,Interest earned - Flexible Cash Funds,Rendimentos
2853,2026-08-02,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2854,2026-08-03,despesa,65,Transport for Ireland - TFI,Transporte
2855,2026-08-03,despesa,65,Transport for Ireland - TFI,Transporte
2856,2026-08-03,receita,10,Interest earned - Flexible Cash Funds,Rendimentos
2857,2026-08-03,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2858,2026-08-03,despesa,4700,"Ajuste pós-extrato: saldo CSV €47,08; saldo atual €0,08",Outras despesas
